Sr No._x,Reference No (URN),Journal Date,"Date of
Purchase",Date of Expiry,Name of the Purchaser,Prefix_x,"Bond
Number_x",Denominations_x,Issue Branch Code,Issue Teller,Status,Prefix_Bond,Sr No._y,Date of,Name of the Political Party,"Account no. of
Political Party",Prefix_y,"Bond
Number_y",Denominations_y,"Pay Branch
Code",Pay Teller
14746,8.47E+20,12-07-2023,12-07-2023,26-07-2023,SIAN INFRA AND REALCON LLP,OL,23897,100000,847,6458726,Paid,OL23897,15987,14-07-2023,BHARAT RASHTRA SAMITHI,*******7477,OL,23897,100000,847,6013147
14524,8.47E+20,12-07-2023,12-07-2023,26-07-2023,GOWREDDY HARIPRASAD REDDY,OL,23898,100000,847,6458726,Paid,OL23898,15971,14-07-2023,BHARAT RASHTRA SAMITHI,*******7477,OL,23898,100000,847,6013147
14770,8.47E+20,12-07-2023,12-07-2023,26-07-2023,SRI VIGNEWARA CONSTRUCTIONS,OL,23899,100000,847,6458726,Paid,OL23899,15979,14-07-2023,BHARAT RASHTRA SAMITHI,*******7477,OL,23899,100000,847,6013147
14526,8.47E+20,12-07-2023,12-07-2023,26-07-2023,GOWREDDY HARIPRASAD REDDY,OL,23900,100000,847,6458726,Paid,OL23900,15973,14-07-2023,BHARAT RASHTRA SAMITHI,*******7477,OL,23900,100000,847,6013147
449,6.28E+20,15-04-2019,15-04-2019,29-04-2019,VARDHMAN TEXTILES LTD,OL,25101,100000,628,7631030,Paid,OL25101,2368,22-04-2019,SHIROMANI AKALI DAL,*******6675,OL,25101,100000,628,5809207
2455,6.28E+20,10-05-2019,10-05-2019,24-05-2019,S.P. SINGLA CONSTRUCTIONS PRIVATE LTD.,OL,25102,100000,628,7631030,Paid,OL25102,4125,20-05-2019,BHARATIYA JANATA PARTY,*******8244,OL,25102,100000,691,3627829
452,6.28E+20,15-04-2019,15-04-2019,29-04-2019,VARDHMAN TEXTILES LTD,OL,25103,100000,628,7631030,Paid,OL25103,2371,22-04-2019,SHIROMANI AKALI DAL,*******6675,OL,25103,100000,628,5809207
2458,6.28E+20,10-05-2019,10-05-2019,24-05-2019,S.P. SINGLA CONSTRUCTIONS PRIVATE LTD.,OL,25104,100000,628,7631030,Paid,OL25104,4128,20-05-2019,BHARATIYA JANATA PARTY,*******8244,OL,25104,100000,691,3627829
2457,6.28E+20,10-05-2019,10-05-2019,24-05-2019,S.P. SINGLA CONSTRUCTIONS PRIVATE LTD.,OL,25105,100000,628,7631030,Paid,OL25105,4127,20-05-2019,BHARATIYA JANATA PARTY,*******8244,OL,25105,100000,691,3627829
4878,6.28E+20,06-07-2021,06-07-2021,20-07-2021,NAMIT PURI,OL,25106,100000,628,7512201,Paid,OL25106,6511,12-07-2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,25106,100000,691,7516991
448,6.28E+20,15-04-2019,15-04-2019,29-04-2019,VARDHMAN TEXTILES LTD,OL,25107,100000,628,7631030,Paid,OL25107,2367,22-04-2019,SHIROMANI AKALI DAL,*******6675,OL,25107,100000,628,5809207
2454,6.28E+20,10-05-2019,10-05-2019,24-05-2019,S.P. SINGLA CONSTRUCTIONS PRIVATE LTD.,OL,25108,100000,628,7631030,Paid,OL25108,4124,20-05-2019,BHARATIYA JANATA PARTY,*******8244,OL,25108,100000,691,3627829
4873,6.28E+20,06-07-2021,06-07-2021,20-07-2021,NAMIT PURI,OL,25109,100000,628,7512201,Paid,OL25109,6506,12-07-2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,25109,100000,691,7516991
2456,6.28E+20,10-05-2019,10-05-2019,24-05-2019,S.P. SINGLA CONSTRUCTIONS PRIVATE LTD.,OL,25110,100000,628,7631030,Paid,OL25110,4126,20-05-2019,BHARATIYA JANATA PARTY,*******8244,OL,25110,100000,691,3627829
450,6.28E+20,15-04-2019,15-04-2019,29-04-2019,VARDHMAN TEXTILES LTD,OL,25111,100000,628,7631030,Paid,OL25111,2369,22-04-2019,SHIROMANI AKALI DAL,*******6675,OL,25111,100000,628,5809207
4870,6.28E+20,06-07-2021,06-07-2021,20-07-2021,NAMIT PURI,OL,25112,100000,628,7512201,Paid,OL25112,6503,12-07-2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,25112,100000,691,7516991
4872,6.28E+20,06-07-2021,06-07-2021,20-07-2021,NAMIT PURI,OL,25114,100000,628,7512201,Paid,OL25114,6505,12-07-2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,25114,100000,691,7516991
451,6.28E+20,15-04-2019,15-04-2019,29-04-2019,VARDHMAN TEXTILES LTD,OL,25115,100000,628,7631030,Paid,OL25115,2370,22-04-2019,SHIROMANI AKALI DAL,*******6675,OL,25115,100000,628,5809207
4871,6.28E+20,06-07-2021,06-07-2021,20-07-2021,NAMIT PURI,OL,25116,100000,628,7512201,Paid,OL25116,6504,12-07-2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,25116,100000,691,7516991
4876,6.28E+20,06-07-2021,06-07-2021,20-07-2021,NAMIT PURI,OL,25119,100000,628,7512201,Paid,OL25119,6509,12-07-2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,25119,100000,691,7516991
4877,6.28E+20,06-07-2021,06-07-2021,20-07-2021,NAMIT PURI,OL,25121,100000,628,7512201,Paid,OL25121,6510,12-07-2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,25121,100000,691,7516991
4875,6.28E+20,06-07-2021,06-07-2021,20-07-2021,NAMIT PURI,OL,25124,100000,628,7512201,Paid,OL25124,6508,12-07-2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,25124,100000,691,7516991
4879,6.28E+20,06-07-2021,06-07-2021,20-07-2021,NAMIT PURI,OL,25126,100000,628,7512201,Paid,OL25126,6512,12-07-2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,25126,100000,691,7516991
4874,6.28E+20,06-07-2021,06-07-2021,20-07-2021,NAMIT PURI,OL,25130,100000,628,7512201,Paid,OL25130,6507,12-07-2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,25130,100000,691,7516991
10759,1.36E+21,14-11-2022,14-11-2022,28-11-2022,FIOTEX COTSPIN PRIVATE LIMITED,OL,27501,100000,1355,1023671,Paid,OL27501,12627,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27501,100000,691,8212066
10991,1.36E+21,15-11-2022,15-11-2022,29-11-2022,DHRUV COTTON PROCESSING PVT LTD,OL,27502,100000,1355,1023671,Paid,OL27502,12646,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27502,100000,691,7516991
10758,1.36E+21,14-11-2022,14-11-2022,28-11-2022,FIOTEX COTSPIN PRIVATE LIMITED,OL,27503,100000,1355,1023671,Paid,OL27503,12626,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27503,100000,691,7516991
10992,1.36E+21,15-11-2022,15-11-2022,29-11-2022,DHRUV COTTON PROCESSING PVT LTD,OL,27504,100000,1355,1023671,Paid,OL27504,12647,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27504,100000,691,7516991
10760,1.36E+21,14-11-2022,14-11-2022,28-11-2022,FIOTEX COTSPIN PRIVATE LIMITED,OL,27505,100000,1355,1023671,Paid,OL27505,12628,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27505,100000,691,7516991
10998,1.36E+21,15-11-2022,15-11-2022,29-11-2022,DHRUV COTTON PROCESSING PVT LTD,OL,27506,100000,1355,1023671,Paid,OL27506,12653,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27506,100000,691,7516991
10763,1.36E+21,14-11-2022,14-11-2022,28-11-2022,FIOTEX COTSPIN PRIVATE LIMITED,OL,27507,100000,1355,1023671,Paid,OL27507,12631,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27507,100000,691,7516991
10996,1.36E+21,15-11-2022,15-11-2022,29-11-2022,DHRUV COTTON PROCESSING PVT LTD,OL,27508,100000,1355,1023671,Paid,OL27508,12651,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27508,100000,691,7516991
10762,1.36E+21,14-11-2022,14-11-2022,28-11-2022,FIOTEX COTSPIN PRIVATE LIMITED,OL,27509,100000,1355,1023671,Paid,OL27509,12630,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27509,100000,691,7516991
10990,1.36E+21,15-11-2022,15-11-2022,29-11-2022,DHRUV COTTON PROCESSING PVT LTD,OL,27510,100000,1355,1023671,Paid,OL27510,12645,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27510,100000,691,7516991
10757,1.36E+21,14-11-2022,14-11-2022,28-11-2022,FIOTEX COTSPIN PRIVATE LIMITED,OL,27511,100000,1355,1023671,Paid,OL27511,12625,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27511,100000,691,7516991
10993,1.36E+21,15-11-2022,15-11-2022,29-11-2022,DHRUV COTTON PROCESSING PVT LTD,OL,27512,100000,1355,1023671,Paid,OL27512,12648,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27512,100000,691,7516991
10764,1.36E+21,14-11-2022,14-11-2022,28-11-2022,FIOTEX COTSPIN PRIVATE LIMITED,OL,27513,100000,1355,1023671,Paid,OL27513,12632,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27513,100000,691,7516991
10995,1.36E+21,15-11-2022,15-11-2022,29-11-2022,DHRUV COTTON PROCESSING PVT LTD,OL,27514,100000,1355,1023671,Paid,OL27514,12650,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27514,100000,691,7516991
10761,1.36E+21,14-11-2022,14-11-2022,28-11-2022,FIOTEX COTSPIN PRIVATE LIMITED,OL,27515,100000,1355,1023671,Paid,OL27515,12629,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27515,100000,691,7516991
10997,1.36E+21,15-11-2022,15-11-2022,29-11-2022,DHRUV COTTON PROCESSING PVT LTD,OL,27516,100000,1355,1023671,Paid,OL27516,12652,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27516,100000,691,7516991
10962,1.36E+21,15-11-2022,15-11-2022,29-11-2022,ANGEL FIBERS LIMITED,OL,27517,100000,1355,1023671,Paid,OL27517,12654,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27517,100000,691,7516991
10994,1.36E+21,15-11-2022,15-11-2022,29-11-2022,DHRUV COTTON PROCESSING PVT LTD,OL,27518,100000,1355,1023671,Paid,OL27518,12649,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27518,100000,691,7516991
10964,1.36E+21,15-11-2022,15-11-2022,29-11-2022,ANGEL FIBERS LIMITED,OL,27519,100000,1355,1023671,Paid,OL27519,12656,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27519,100000,691,7516991
11202,1.36E+21,15-11-2022,15-11-2022,29-11-2022,TRIBHUVAN SPINTEX PRIVATE LIMITED,OL,27520,100000,1355,1023671,Paid,OL27520,12641,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27520,100000,691,7516991
10966,1.36E+21,15-11-2022,15-11-2022,29-11-2022,ANGEL FIBERS LIMITED,OL,27521,100000,1355,1023671,Paid,OL27521,12658,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27521,100000,691,7516991
11205,1.36E+21,15-11-2022,15-11-2022,29-11-2022,TRIBHUVAN SPINTEX PRIVATE LIMITED,OL,27522,100000,1355,1023671,Paid,OL27522,12644,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27522,100000,691,7516991
10965,1.36E+21,15-11-2022,15-11-2022,29-11-2022,ANGEL FIBERS LIMITED,OL,27523,100000,1355,1023671,Paid,OL27523,12657,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27523,100000,691,7516991
11203,1.36E+21,15-11-2022,15-11-2022,29-11-2022,TRIBHUVAN SPINTEX PRIVATE LIMITED,OL,27524,100000,1355,1023671,Paid,OL27524,12642,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27524,100000,691,7516991
10969,1.36E+21,15-11-2022,15-11-2022,29-11-2022,ANGEL FIBERS LIMITED,OL,27525,100000,1355,1023671,Paid,OL27525,12661,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27525,100000,691,7516991
11204,1.36E+21,15-11-2022,15-11-2022,29-11-2022,TRIBHUVAN SPINTEX PRIVATE LIMITED,OL,27526,100000,1355,1023671,Paid,OL27526,12643,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27526,100000,691,7516991
10967,1.36E+21,15-11-2022,15-11-2022,29-11-2022,ANGEL FIBERS LIMITED,OL,27527,100000,1355,1023671,Paid,OL27527,12659,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27527,100000,691,7516991
11065,1.36E+21,15-11-2022,15-11-2022,29-11-2022,M M YARNS PVT LTD,OL,27528,100000,1355,1023671,Paid,OL27528,12633,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27528,100000,691,7516991
10970,1.36E+21,15-11-2022,15-11-2022,29-11-2022,ANGEL FIBERS LIMITED,OL,27529,100000,1355,1023671,Paid,OL27529,12662,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27529,100000,691,7516991
11066,1.36E+21,15-11-2022,15-11-2022,29-11-2022,M M YARNS PVT LTD,OL,27530,100000,1355,1023671,Paid,OL27530,12634,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27530,100000,691,7516991
10963,1.36E+21,15-11-2022,15-11-2022,29-11-2022,ANGEL FIBERS LIMITED,OL,27531,100000,1355,1023671,Paid,OL27531,12655,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27531,100000,691,7516991
11070,1.36E+21,15-11-2022,15-11-2022,29-11-2022,M M YARNS PVT LTD,OL,27532,100000,1355,1023671,Paid,OL27532,12638,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27532,100000,691,7516991
10968,1.36E+21,15-11-2022,15-11-2022,29-11-2022,ANGEL FIBERS LIMITED,OL,27533,100000,1355,1023671,Paid,OL27533,12660,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27533,100000,691,7516991
11071,1.36E+21,15-11-2022,15-11-2022,29-11-2022,M M YARNS PVT LTD,OL,27534,100000,1355,1023671,Paid,OL27534,12639,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27534,100000,691,7516991
11098,1.36E+21,15-11-2022,15-11-2022,29-11-2022,RAGHAV COTSPIN PRIVATE LIMITED,OL,27535,100000,1355,1023671,Paid,OL27535,12663,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27535,100000,691,7516991
11068,1.36E+21,15-11-2022,15-11-2022,29-11-2022,M M YARNS PVT LTD,OL,27536,100000,1355,1023671,Paid,OL27536,12636,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27536,100000,691,7516991
11101,1.36E+21,15-11-2022,15-11-2022,29-11-2022,RAGHAV COTSPIN PRIVATE LIMITED,OL,27537,100000,1355,1023671,Paid,OL27537,12666,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27537,100000,691,7516991
11069,1.36E+21,15-11-2022,15-11-2022,29-11-2022,M M YARNS PVT LTD,OL,27538,100000,1355,1023671,Paid,OL27538,12637,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27538,100000,691,7516991
11099,1.36E+21,15-11-2022,15-11-2022,29-11-2022,RAGHAV COTSPIN PRIVATE LIMITED,OL,27539,100000,1355,1023671,Paid,OL27539,12664,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27539,100000,691,7516991
11072,1.36E+21,15-11-2022,15-11-2022,29-11-2022,M M YARNS PVT LTD,OL,27540,100000,1355,1023671,Paid,OL27540,12640,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27540,100000,691,7516991
11100,1.36E+21,15-11-2022,15-11-2022,29-11-2022,RAGHAV COTSPIN PRIVATE LIMITED,OL,27541,100000,1355,1023671,Paid,OL27541,12665,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27541,100000,691,7516991
11067,1.36E+21,15-11-2022,15-11-2022,29-11-2022,M M YARNS PVT LTD,OL,27542,100000,1355,1023671,Paid,OL27542,12635,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27542,100000,691,7516991
11102,1.36E+21,15-11-2022,15-11-2022,29-11-2022,RAGHAV COTSPIN PRIVATE LIMITED,OL,27543,100000,1355,1023671,Paid,OL27543,12667,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27543,100000,691,7516991
11194,1.36E+21,15-11-2022,15-11-2022,29-11-2022,SUSTAINABLE SPINNING AND COMMODITIES PVT LTD,OL,27544,100000,1355,8413274,Paid,OL27544,12691,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27544,100000,691,8212066
11115,1.36E+21,15-11-2022,15-11-2022,29-11-2022,RAMKRISHNA COTSPIN PVT LTD,OL,27545,100000,1355,1023671,Paid,OL27545,12686,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27545,100000,691,8212066
11192,1.36E+21,15-11-2022,15-11-2022,29-11-2022,SUSTAINABLE SPINNING AND COMMODITIES PVT LTD,OL,27546,100000,1355,8413274,Paid,OL27546,12689,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27546,100000,691,8212066
11113,1.36E+21,15-11-2022,15-11-2022,29-11-2022,RAMKRISHNA COTSPIN PVT LTD,OL,27547,100000,1355,1023671,Paid,OL27547,12684,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27547,100000,691,8212066
11193,1.36E+21,15-11-2022,15-11-2022,29-11-2022,SUSTAINABLE SPINNING AND COMMODITIES PVT LTD,OL,27548,100000,1355,8413274,Paid,OL27548,12690,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27548,100000,691,8212066
11112,1.36E+21,15-11-2022,15-11-2022,29-11-2022,RAMKRISHNA COTSPIN PVT LTD,OL,27549,100000,1355,1023671,Paid,OL27549,12683,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27549,100000,691,8212066
11191,1.36E+21,15-11-2022,15-11-2022,29-11-2022,SUSTAINABLE SPINNING AND COMMODITIES PVT LTD,OL,27550,100000,1355,8413274,Paid,OL27550,12688,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27550,100000,691,8212066
11109,1.36E+21,15-11-2022,15-11-2022,29-11-2022,RAMKRISHNA COTSPIN PVT LTD,OL,27551,100000,1355,1023671,Paid,OL27551,12680,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27551,100000,691,8212066
13116,1.36E+21,11-04-2023,11-04-2023,25-04-2023,R R KABEL LIMITED,OL,27552,100000,1355,1023671,Paid,OL27552,14470,17-04-2023,BHARATIYA JANATA PARTY,*******8244,OL,27552,100000,691,5972302
11110,1.36E+21,15-11-2022,15-11-2022,29-11-2022,RAMKRISHNA COTSPIN PVT LTD,OL,27553,100000,1355,1023671,Paid,OL27553,12681,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27553,100000,691,8212066
13117,1.36E+21,11-04-2023,11-04-2023,25-04-2023,R R KABEL LIMITED,OL,27554,100000,1355,1023671,Paid,OL27554,14471,17-04-2023,BHARATIYA JANATA PARTY,*******8244,OL,27554,100000,691,5972302
11108,1.36E+21,15-11-2022,15-11-2022,29-11-2022,RAMKRISHNA COTSPIN PVT LTD,OL,27555,100000,1355,1023671,Paid,OL27555,12679,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27555,100000,691,8212066
11116,1.36E+21,15-11-2022,15-11-2022,29-11-2022,RAMKRISHNA COTSPIN PVT LTD,OL,27557,100000,1355,1023671,Paid,OL27557,12687,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27557,100000,691,8212066
11111,1.36E+21,15-11-2022,15-11-2022,29-11-2022,RAMKRISHNA COTSPIN PVT LTD,OL,27559,100000,1355,1023671,Paid,OL27559,12682,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27559,100000,691,8212066
11114,1.36E+21,15-11-2022,15-11-2022,29-11-2022,RAMKRISHNA COTSPIN PVT LTD,OL,27561,100000,1355,1023671,Paid,OL27561,12685,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27561,100000,691,8212066
11145,1.36E+21,15-11-2022,15-11-2022,29-11-2022,SANVI SPINNING MILLS PVT LTD,OL,27563,100000,1355,1023671,Paid,OL27563,12673,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27563,100000,691,7516991
11141,1.36E+21,15-11-2022,15-11-2022,29-11-2022,SANVI SPINNING MILLS PVT LTD,OL,27565,100000,1355,1023671,Paid,OL27565,12669,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27565,100000,691,7516991
11144,1.36E+21,15-11-2022,15-11-2022,29-11-2022,SANVI SPINNING MILLS PVT LTD,OL,27567,100000,1355,1023671,Paid,OL27567,12672,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27567,100000,691,7516991
11142,1.36E+21,15-11-2022,15-11-2022,29-11-2022,SANVI SPINNING MILLS PVT LTD,OL,27569,100000,1355,1023671,Paid,OL27569,12670,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27569,100000,691,7516991
11140,1.36E+21,15-11-2022,15-11-2022,29-11-2022,SANVI SPINNING MILLS PVT LTD,OL,27571,100000,1355,1023671,Paid,OL27571,12668,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27571,100000,691,7516991
11147,1.36E+21,15-11-2022,15-11-2022,29-11-2022,SANVI SPINNING MILLS PVT LTD,OL,27573,100000,1355,1023671,Paid,OL27573,12675,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27573,100000,691,7516991
11143,1.36E+21,15-11-2022,15-11-2022,29-11-2022,SANVI SPINNING MILLS PVT LTD,OL,27575,100000,1355,1023671,Paid,OL27575,12671,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27575,100000,691,7516991
11146,1.36E+21,15-11-2022,15-11-2022,29-11-2022,SANVI SPINNING MILLS PVT LTD,OL,27577,100000,1355,1023671,Paid,OL27577,12674,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27577,100000,691,7516991
11164,1.36E+21,15-11-2022,15-11-2022,29-11-2022,SHINE COTSPIN PVT LTD,OL,27579,100000,1355,1023671,Paid,OL27579,12676,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27579,100000,691,8212066
11166,1.36E+21,15-11-2022,15-11-2022,29-11-2022,SHINE COTSPIN PVT LTD,OL,27581,100000,1355,1023671,Paid,OL27581,12678,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27581,100000,691,8212066
11165,1.36E+21,15-11-2022,15-11-2022,29-11-2022,SHINE COTSPIN PVT LTD,OL,27583,100000,1355,1023671,Paid,OL27583,12677,18-11-2022,BHARATIYA JANATA PARTY,*******8244,OL,27583,100000,691,8212066
15973,1.36E+21,11-10-2023,11-10-2023,25-10-2023,HARIJAN HIRIBAI,OL,27601,100000,1355,5120497,Paid,OL27601,18276,19-10-2023,SHIVSENA,*******4444,OL,27601,100000,300,6624197
16008,1.36E+21,11-10-2023,11-10-2023,25-10-2023,MANVAR DEVABHAI,OL,27602,100000,1355,5120497,Paid,OL27602,18385,20-10-2023,SHIVSENA,*******4444,OL,27602,100000,300,6624197
15976,1.36E+21,11-10-2023,11-10-2023,25-10-2023,HARIJAN HIRIBAI,OL,27603,100000,1355,5120497,Paid,OL27603,18279,19-10-2023,SHIVSENA,*******4444,OL,27603,100000,300,6624197
16006,1.36E+21,11-10-2023,11-10-2023,25-10-2023,MANVAR DEVABHAI,OL,27604,100000,1355,5120497,Paid,OL27604,18383,20-10-2023,SHIVSENA,*******4444,OL,27604,100000,300,6624197
15979,1.36E+21,11-10-2023,11-10-2023,25-10-2023,HARIJAN HIRIBAI,OL,27605,100000,1355,5120497,Paid,OL27605,18282,19-10-2023,SHIVSENA,*******4444,OL,27605,100000,300,6624197
16007,1.36E+21,11-10-2023,11-10-2023,25-10-2023,MANVAR DEVABHAI,OL,27606,100000,1355,5120497,Paid,OL27606,18384,20-10-2023,SHIVSENA,*******4444,OL,27606,100000,300,6624197
15977,1.36E+21,11-10-2023,11-10-2023,25-10-2023,HARIJAN HIRIBAI,OL,27607,100000,1355,5120497,Paid,OL27607,18280,19-10-2023,SHIVSENA,*******4444,OL,27607,100000,300,6624197
16005,1.36E+21,11-10-2023,11-10-2023,25-10-2023,MANVAR DEVABHAI,OL,27608,100000,1355,5120497,Paid,OL27608,18382,20-10-2023,SHIVSENA,*******4444,OL,27608,100000,300,6624197
15974,1.36E+21,11-10-2023,11-10-2023,25-10-2023,HARIJAN HIRIBAI,OL,27609,100000,1355,5120497,Paid,OL27609,18277,19-10-2023,SHIVSENA,*******4444,OL,27609,100000,300,6624197
15901,1.36E+21,11-10-2023,11-10-2023,25-10-2023,DEVAL KHAMUBHAI MANVAR,OL,27610,100000,1355,5120497,Paid,OL27610,18284,19-10-2023,SHIVSENA,*******4444,OL,27610,100000,300,6624197
15978,1.36E+21,11-10-2023,11-10-2023,25-10-2023,HARIJAN HIRIBAI,OL,27611,100000,1355,5120497,Paid,OL27611,18281,19-10-2023,SHIVSENA,*******4444,OL,27611,100000,300,6624197
15900,1.36E+21,11-10-2023,11-10-2023,25-10-2023,DEVAL KHAMUBHAI MANVAR,OL,27612,100000,1355,5120497,Paid,OL27612,18283,19-10-2023,SHIVSENA,*******4444,OL,27612,100000,300,6624197
15975,1.36E+21,11-10-2023,11-10-2023,25-10-2023,HARIJAN HIRIBAI,OL,27613,100000,1355,5120497,Paid,OL27613,18278,19-10-2023,SHIVSENA,*******4444,OL,27613,100000,300,6624197
16117,1.36E+21,11-10-2023,11-10-2023,25-10-2023,RATHOD LAKHIBEN,OL,27614,100000,1355,5120497,Paid,OL27614,18375,20-10-2023,SHIVSENA,*******4444,OL,27614,100000,300,6624197
15872,1.36E+21,11-10-2023,11-10-2023,25-10-2023,BHACHIBEN KHAMUBHAI MANVAR,OL,27615,100000,1355,5120497,Paid,OL27615,18285,19-10-2023,SHIVSENA,*******4444,OL,27615,100000,300,6624197
16113,1.36E+21,11-10-2023,11-10-2023,25-10-2023,RATHOD LAKHIBEN,OL,27616,100000,1355,5120497,Paid,OL27616,18371,20-10-2023,SHIVSENA,*******4444,OL,27616,100000,300,6624197
15871,1.36E+21,11-10-2023,11-10-2023,25-10-2023,BHACHIBEN KHAMUBHAI MANVAR,OL,27617,100000,1355,5120497,Paid,OL27617,18380,20-10-2023,SHIVSENA,*******4444,OL,27617,100000,300,6624197
16115,1.36E+21,11-10-2023,11-10-2023,25-10-2023,RATHOD LAKHIBEN,OL,27618,100000,1355,5120497,Paid,OL27618,18373,20-10-2023,SHIVSENA,*******4444,OL,27618,100000,300,6624197
15869,1.36E+21,11-10-2023,11-10-2023,25-10-2023,BHACHIBEN KHAMUBHAI MANVAR,OL,27619,100000,1355,5120497,Paid,OL27619,18378,20-10-2023,SHIVSENA,*******4444,OL,27619,100000,300,6624197
16112,1.36E+21,11-10-2023,11-10-2023,25-10-2023,RATHOD LAKHIBEN,OL,27620,100000,1355,5120497,Paid,OL27620,18370,20-10-2023,SHIVSENA,*******4444,OL,27620,100000,300,6624197
15868,1.36E+21,11-10-2023,11-10-2023,25-10-2023,BHACHIBEN KHAMUBHAI MANVAR,OL,27621,100000,1355,5120497,Paid,OL27621,18377,20-10-2023,SHIVSENA,*******4444,OL,27621,100000,300,6624197
